Product Name,Supplier,Category,Material,Carbon data available,Carbon Footprint,Biggest contribution,Recycled Material Used,Recyclablility,Weight,Spec,Notes
Recur Chair,Orangebox,Chair,Steel & Laminate,Yes,34.9,Raw Material Production,50,99,12.5,H110 x W740 x D740,-
